법령용어명,법령내용
1회계기간,"{'LsTrmService': {'법령용어일련번호': '5276378', '법령용어명_한글': '1회계기간', '법령용어명_한자': '1회계기간', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '상생결제 운영요령[중소벤처기업부고시 제2025-56호, 2025.5.23., 일부개정]', '법령용어정의': '기업의 소득을 계산하는 단위 기간(1년을 초과할 수 없음)으로, 법인의 정관 등에서 정한 기간을 말한다.'}}"
1회용비닐식탁보,"{'LsTrmService': {'법령용어일련번호': '5223059', '법령용어명_한글': '1회용비닐식탁보', '법령용어명_한자': '1회용비닐식탁보', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '1회용품 사용규제관련 업무처리지침[환경부예규 제762호, 2025.2.7., 일부개정]', '법령용어정의': '1회용에 제공할 목적으로 합성수지 재질로 제조된 것을 말한다. 다만, 생분해성수지제품은 제외한다.'}}"
1회용품,"{'LsTrmService': {'법령용어일련번호': ['4887748', '5249271'], '법령용어명_한글': ['1회용품', '1회용품'], '법령용어명_한자': ['1회용품', '1회용품'], '법령용어코드': ['011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전'], '출처': ['군 폐기물 관리 훈령[국방부훈령 제2788호, 2023.4.3., 일부개정]', '자원의 절약과 재활용촉진에 관한 법률[법률 제19311호, 2023.3.28., 일부개정]'], '법령용어정의': ['같은 용도에 한 번 사용하도록 만들어진 제품으로서 자원의 절약과 재활용촉진에 관한 법률 시행령」 별표1의 제품을 말한다.', '같은 용도에 한 번 사용하도록 만들어진 제품으로서 대통령령으로 정하는 것을 말한다.']}}"
1회임검,"{'LsTrmService': {'법령용어일련번호': '1628207', '법령용어명_한글': '1회임검', '법령용어명_한자': '1회임검', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '동력수상레저기구 안전검사 등에 대한 수수료 기준[해양경찰청공고 제2013-47호, 2013.10.29., 제정]', '법령용어정의': '검사 등 업무의 수행과 관련하여 검사원 1인이 1회 4시간의 범위안에서 소요되는 검사시간을 말하며, 이 경우 검사시간이 4시간을 초과하는 경우에는 매 4시간마다 또는 그 단수마다 1회임검을 가산한다.'}}"
1회제공량,"{'LsTrmService': {'법령용어일련번호': '820596', '법령용어명_한글': '1회제공량', '법령용어명_한자': '1회제공량', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '축산물의 표시기준[농림수산식품부고시 제2008-26호, 2008.12.19., 일부개정]', '법령용어정의': '4세 이상 소비계층이 통상적으로 1회 섭취하기에 적당한 양으로서 1회 제공기준량에 따라 산출한 양을 말한다. 이 경우 1회 제공기준량은 [표 3]과 같다.'}}"
2002년월드컵축구대회지원법,"{'LsTrmService': {'법령용어일련번호': '616430', '법령용어명_한글': '2002년월드컵축구대회지원법', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': 'Act on Assistance to the 2002 FIFA World Cup'}}"
20종장소,"{'LsTrmService': {'법령용어일련번호': '4448213', '법령용어명_한글': '20종장소', '법령용어명_한자': '20종장소', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방호장치 안전인증 고시[고용노동부고시 제2021-22호, 2021.3.11., 일부개정]', '법령용어정의': '분진운 형태의 가연성 분진이 폭발농도를 형성할 정도로 충분한 양이 정상 작동 중에 연속적으로 또는 자주 존재하거나, 제어할 수 없을 정도의 양 및 두께의 분진층이 형성될 수 있는 장소를 말한다.'}}"
21종장소,"{'LsTrmService': {'법령용어일련번호': '4448214', '법령용어명_한글': '21종장소', '법령용어명_한자': '21종장소', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방호장치 안전인증 고시[고용노동부고시 제2021-22호, 2021.3.11., 일부개정]', '법령용어정의': '20종 장소 밖으로서 분진운 형태의 가연성 분진이 폭발농도를 형성할 정도의 충분한 양이 정상 작동 중에 존재할 수 있는 장소를 말한다.'}}"
22종장소,"{'LsTrmService': {'법령용어일련번호': '4448215', '법령용어명_한글': '22종장소', '법령용어명_한자': '22종장소', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방호장치 안전인증 고시[고용노동부고시 제2021-22호, 2021.3.11., 일부개정]', '법령용어정의': '21종 장소 밖으로서 가연성 분진운 형태가 드물게 발생 또는 단기간 존재할 우려가 있거나, 이상 작동 상태 하에서 가연성 분진운이 형성될 수 있는 장소를 말한다.'}}"
24시간근무,"{'LsTrmService': {'법령용어일련번호': '5029262', '법령용어명_한글': '24시간근무', '법령용어명_한자': '24시간근무', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '해양경찰청 현업공무원 복무관리규칙[해양경찰청훈령 제360호, 2024.1.22., 일부개정]', '법령용어정의': '오전 9시부터 다음날 오전 9시까지의 근무를 말한다.'}}"
2교대근무,"{'LsTrmService': {'법령용어일련번호': '2430003', '법령용어명_한글': '2교대근무', '법령용어명_한자': '2교대근무', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '환경부 전일근무관서 교대근무에 관한 규정[환경부훈령 제1144호, 2015.2.27., 제정]', '법령용어정의': '교대근무자가 전일근무 및 휴무를 번갈아 실시하는 것을 말한다.'}}"
2년,"{'LsTrmService': {'법령용어일련번호': '3834785', '법령용어명_한글': '2년', '법령용어명_한자': '2년', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '토지거래업무처리규정[국토교통부훈령 제858호, 2017.6.1., 일부개정]', '법령용어정의': '제3항의 규정에 따른 불가피한 사유로 인하여 토지이용계획의 착수일을 연기할 수 있는 최대 기한을 말하며, 토지이용의무자가 2년의 범위내에서 착수일을 자유로이 정하거나 2년내에만 착수하면 이용계획에 적합하다는 의미는 아니다.'}}"
2단계감리,"{'LsTrmService': {'법령용어일련번호': '5211507', '법령용어명_한글': '2단계감리', '법령용어명_한자': '2단계감리', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '정보시스템 감리기준[행정안전부고시 제2024-53호, 2024.6.27., 일부개정]', '법령용어정의': '3단계감리 중에서 요구정의 단계의 감리를 생략한 감리를 말한다.'}}"
2대변인,"{'LsTrmService': {'법령용어일련번호': '630153', '법령용어명_한글': '2대변인', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': 'Spokesperson Ⅱ'}}"
2류관,"{'LsTrmService': {'법령용어일련번호': ['4724494', '5040526'], '법령용어명_한글': ['2류관', '2류관'], '법령용어명_한자': ['2류관', '2류관'], '법령용어코드': ['011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전'], '출처': ['어선기관기준[해양수산부고시 제2021-54호, 2021.3.8., 일부개정]', '선박기관기준[해양수산부고시 제2024-22호, 2024.2.19., 일부개정]'], '법령용어정의': ['1류관 외의 관을 말한다.', '1류관 이외의 관을 말한다.']}}"
2조1교대,"{'LsTrmService': {'법령용어일련번호': '5224183', '법령용어명_한글': '2조1교대', '법령용어명_한자': '2조1교대', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '철도특별사법경찰관 근무시간 등에 관한 규정[국토교통부훈령 제1849호, 2025.2.12., 일부개정]', '법령용어정의': '교대근무자가 철야근무와 비번을 반복적으로 교대근무하는 것을 말한다. <개정 2010. 1. 18., 2015. 3. 17.>'}}"
2차관,"{'LsTrmService': {'법령용어일련번호': '629946', '법령용어명_한글': '2차관', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': 'Vice Minister for Transport, Logistics and Maritime Affairs'}}"
2차기관,"{'LsTrmService': {'법령용어일련번호': '3798329', '법령용어명_한글': '2차기관', '법령용어명_한자': '2차기관', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '국가보훈처 인사관리규정[국가보훈부훈령 제1114호, 2017.2.10., 일부개정]', '법령용어정의': '지방보훈청장이 조정·통제하는 각 보훈지청·국립호국원 및 국립민주묘지관리소를 말한다.'}}"
2차예비력,"{'LsTrmService': {'법령용어일련번호': '4894223', '법령용어명_한글': '2차예비력', '법령용어명_한자': '2차예비력', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '전력계통 신뢰도 및 전기품질 유지기준[산업통상자원부고시 제2023-65호, 2023.4.25., 일부개정]', '법령용어정의': '발전기의 자동발전제어(AGC) 운전을 통해 10분 이내에 동작하여 30분 이상 유지할 수 있는 예비력을 말한다.'}}"
2차오류,"{'LsTrmService': {'법령용어일련번호': ['3502304', '4304857'], '법령용어명_한글': ['2차오류', '2차오류'], '법령용어명_한자': ['2차오류', '2차오류'], '법령용어코드': ['011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전'], '출처': ['정보화센터 사무처리규정[국세청훈령 제1825호, 2010.3.22., 제정]', '국세청 정보화센터 사무처리규정[국세청훈령 제2161호, 2016.7.8., 일부개정]'], '법령용어정의': ['입력자료 전송 수록 후 본청 전산정보관리관실에서 오류체크에 의하여 발견된 오류를 말한다.', '신고서 등을 입력 완료 후 본청 전산정보관리관실의 오류검증 과정에서 발견된 오류를 말한다.']}}"
2차장,"{'LsTrmService': {'법령용어일련번호': '629947', '법령용어명_한글': '2차장', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': 'Second Deputy Director'}}"
2차적저작물,"{'LsTrmService': {'법령용어일련번호': ['2623791', '4951493', '4757751'], '법령용어명_한글': ['2차적저작물', '2차적저작물', '2차적저작물'], '법령용어명_한자': ['2차적저작물', '2차적저작물', '2차적저작물'], '법령용어코드': ['011402', '011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전', '법령정의사전'], '출처': ['환경부 공공저작물 저작권 관리 지침[환경부훈령 제1121호, 2014.12.26., 제정]', '국립정신건강센터 공공저작물 저작권 관리 규정[국립정신건강센터예규 제319호, 2023.6.26., 일부개정]', '교육부 공공저작물 관리 지침[교육부훈령 제412호, 2022.9.1., 일부개정]'], '법령용어정의': ['원저작물을 번역·편곡·변형·각색·영상제작 그 밖의 방법으로 작성한 창작물을 말한다.', '원저작물을 번역ㆍ편곡ㆍ변형ㆍ각색ㆍ영상제작 그 밖의 방법으로 작성한 창작물을 말한다.', '원저작물을 번역ㆍ편집ㆍ변형ㆍ각색ㆍ영상제작 그 밖의 방법으로 작성한 창작물을 말한다.']}}"
